ard_millis,GPS Epoch Time,lat (deg),lat (min), long (deg),long (min),el (m),SOG (mm/s),COG (deg*1000),Vert Vel (mm/s)
3144710,1489678264.00,-122,-2865868,37,3012126,-32.01,28,274240,-24
3145105,1489678264.40,-122,-2865867,37,3012126,-31.99,42,272290,-23
3145506,1489678264.80,-122,-2865867,37,3012126,-31.98,12,270000,23
3145920,1489678265.20,-122,-2865868,37,3012125,-31.97,47,267710,-24
3146303,1489678265.60,-122,-2865868,37,3012124,-31.97,7,267710,-14
3146702,1489678266.00,-122,-2865868,37,3012123,-31.95,12,267710,-15
3147098,1489678266.40,-122,-2865868,37,3012122,-31.95,33,265430,0
3147503,1489678266.80,-122,-2865868,37,3012121,-31.94,28,258230,-23
3147909,1489678267.20,-122,-2865867,37,3012120,-31.94,36,252350,-46
3148306,1489678267.60,-122,-2865867,37,3012119,-31.92,2,249150,-44
3148701,1489678268.00,-122,-2865867,37,3012119,-31.91,21,246800,-56
3149096,1489678268.40,-122,-2865868,37,3012120,-31.90,23,244440,-19
3149496,1489678268.80,-122,-2865868,37,3012120,-31.92,10,244440,-8
3150069,1489678269.20,-122,-2865868,37,3012120,-31.91,28,243430,17
3150307,1489678269.60,-122,-2865867,37,3012120,-31.90,28,242450,-38
3150698,1489678270.00,-122,-2865867,37,3012121,-31.90,21,243430,-2
3151097,1489678270.40,-122,-2865868,37,3012120,-31.86,27,242350,21
3151497,1489678270.80,-122,-2865868,37,3012120,-31.83,5,244540,7
3151910,1489678271.20,-122,-2865868,37,3012121,-31.84,31,245770,40
3152291,1489678271.60,-122,-2865869,37,3012121,-31.81,34,247750,48
3152703,1489678272.00,-122,-2865869,37,3012121,-31.79,14,252350,18
3153088,1489678272.40,-122,-2865869,37,3012121,-31.78,19,252350,-18
3153498,1489678272.80,-122,-2865869,37,3012121,-31.77,20,252350,31
3153895,1489678273.20,-122,-2865869,37,3012120,-31.80,40,254050,59
3154290,1489678273.60,-122,-2865870,37,3012120,-31.82,28,255960,57
3154700,1489678274.00,-122,-2865869,37,3012120,-31.87,37,257470,41
3155081,1489678274.40,-122,-2865869,37,3012120,-31.88,20,261470,38
3155488,1489678274.80,-122,-2865869,37,3012122,-31.85,41,270000,-19
3155892,1489678275.20,-122,-2865870,37,3012123,-31.84,66,280300,-21
3156289,1489678275.60,-122,-2865870,37,3012125,-31.84,44,289980,-33
3156678,1489678276.00,-122,-2865871,37,3012126,-31.86,25,295560,0
3157075,1489678276.40,-122,-2865872,37,3012127,-31.86,4,300260,-18
3157485,1489678276.80,-122,-2865873,37,3012127,-31.83,3,303110,-4
3157882,1489678277.20,-122,-2865873,37,3012128,-31.83,12,306470,14
3158298,1489678277.60,-122,-2865874,37,3012129,-31.82,30,306470,-84
3158673,1489678278.00,-122,-2865874,37,3012130,-31.83,23,303690,-43
3159414,1489678278.40,-122,-2865875,37,3012130,-31.81,17,300960,-58
3159554,1489678278.80,-122,-2865876,37,3012130,-31.82,18,298300,15
3159873,1489678279.20,-122,-2865876,37,3012130,-31.82,8,298300,71
3160285,1489678279.60,-122,-2865877,37,3012130,-31.80,7,295710,72
3160674,1489678280.00,-122,-2865877,37,3012130,-31.80,19,292480,35
3161067,1489678280.40,-122,-2865878,37,3012130,-31.77,3,290560,5
3161479,1489678280.80,-122,-2865878,37,3012131,-31.74,62,292990,-3
3161866,1489678281.20,-122,-2865879,37,3012133,-31.69,23,297900,49
3162284,1489678281.60,-122,-2865880,37,3012134,-31.62,22,300960,55
3162677,1489678282.00,-122,-2865880,37,3012134,-31.56,16,300740,23
3163066,1489678282.40,-122,-2865880,37,3012134,-31.53,35,300740,-7
3163469,1489678282.80,-122,-2865880,37,3012133,-31.52,17,300740,25
3163875,1489678283.20,-122,-2865879,37,3012133,-31.51,15,302150,24
3164266,1489678283.60,-122,-2865880,37,3012134,-31.52,31,304080,10
3164657,1489678284.00,-122,-2865880,37,3012135,-31.49,23,304080,29
3165075,1489678284.40,-122,-2865880,37,3012135,-31.48,37,308450,7
3165460,1489678284.80,-122,-2865880,37,3012136,-31.44,20,310600,6
3165865,1489678285.20,-122,-2865880,37,3012138,-31.42,50,315000,-12
3166255,1489678285.60,-122,-2865881,37,3012138,-31.41,29,316470,7
3166652,1489678286.00,-122,-2865881,37,3012139,-31.42,15,319180,17
3167074,1489678286.40,-122,-2865881,37,3012139,-31.39,13,320310,-18
3167461,1489678286.80,-122,-2865882,37,3012139,-31.36,16,319500,21
3167852,1489678287.20,-122,-2865882,37,3012139,-31.34,11,319500,-13
3168264,1489678287.60,-122,-2865883,37,3012138,-31.34,39,317490,-49
3168655,1489678288.00,-122,-2865884,37,3012139,-31.34,24,315600,-34
3169067,1489678288.40,-122,-2865884,37,3012139,-31.32,23,315590,-33
3169445,1489678288.80,-122,-2865884,37,3012140,-31.34,24,316170,-1
3169853,1489678289.20,-122,-2865885,37,3012141,-31.34,14,315580,32
3170250,1489678289.60,-122,-2865885,37,3012142,-31.38,17,315570,52
3170648,1489678290.00,-122,-2865885,37,3012142,-31.35,11,315560,62
3171041,1489678290.40,-122,-2865886,37,3012143,-31.34,11,316640,23
3171448,1489678290.80,-122,-2865886,37,3012144,-31.31,14,316580,41
3171856,1489678291.20,-122,-2865886,37,3012145,-31.29,27,315530,16
3172243,1489678291.60,-122,-2865886,37,3012144,-31.28,32,313920,5
3172634,1489678292.00,-122,-2865886,37,3012144,-31.27,11,313920,20
3173046,1489678292.40,-122,-2865885,37,3012144,-31.25,13,316060,42
3173451,1489678292.80,-122,-2865885,37,3012145,-31.24,25,318610,59
3173838,1489678293.20,-122,-2865884,37,3012146,-31.20,31,321450,27
3174248,1489678293.60,-122,-2865884,37,3012148,-31.20,19,323270,41
3174629,1489678294.00,-122,-2865884,37,3012148,-31.19,6,323670,16
3175032,1489678294.40,-122,-2865884,37,3012148,-31.20,8,323670,9
3175428,1489678294.80,-122,-2865883,37,3012148,-31.20,20,324220,21
3175827,1489678295.20,-122,-2865882,37,3012148,-31.22,7,324220,26
3176230,1489678295.60,-122,-2865882,37,3012148,-31.25,16,324220,9
3176626,1489678296.00,-122,-2865882,37,3012148,-31.26,25,323670,-1
3177023,1489678296.40,-122,-2865882,37,3012148,-31.30,4,322720,4
3177428,1489678296.80,-122,-2865883,37,3012147,-31.30,25,322180,-30
3177830,1489678297.20,-122,-2865883,37,3012148,-31.30,26,322180,-23
3178229,1489678297.60,-122,-2865883,37,3012148,-31.32,16,323530,-28
3178620,1489678298.00,-122,-2865882,37,3012149,-31.34,58,326130,-43
3179020,1489678298.40,-122,-2865882,37,3012149,-31.34,18,326130,-41
3179417,1489678298.80,-122,-2865883,37,3012149,-31.31,25,326840,-7
3179816,1489678299.20,-122,-2865883,37,3012148,-31.30,31,327190,32
3180222,1489678299.60,-122,-2865884,37,3012147,-31.28,59,327380,27
3180619,1489678300.00,-122,-2865884,37,3012146,-31.27,35,327380,56
3181015,1489678300.40,-122,-2865883,37,3012146,-31.24,18,327380,27
3181410,1489678300.80,-122,-2865882,37,3012145,-31.21,43,328480,18
3181813,1489678301.20,-122,-2865883,37,3012145,-31.19,48,327930,13
3182217,1489678301.60,-122,-2865883,37,3012146,-31.19,36,329150,-3
3182614,1489678302.00,-122,-2865883,37,3012146,-31.14,54,330410,25
3183009,1489678302.40,-122,-2865883,37,3012147,-31.11,45,330770,36
3183405,1489678302.80,-122,-2865883,37,3012147,-31.08,33,330770,35
3183806,1489678303.20,-122,-2865882,37,3012146,-31.06,49,331290,39
3184209,1489678303.60,-122,-2865881,37,3012146,-31.05,7,331290,1
3184605,1489678304.00,-122,-2865882,37,3012146,-31.01,6,330550,10
3185004,1489678304.40,-122,-2865882,37,3012146,-30.99,7,331110,-18
3185401,1489678304.80,-122,-2865882,37,3012146,-30.97,12,330110,-6
3185805,1489678305.20,-122,-2865881,37,3012147,-30.97,9,328840,-1
3186206,1489678305.60,-122,-2865881,37,3012146,-30.95,29,328840,-38
3186599,1489678306.00,-122,-2865880,37,3012147,-30.92,13,328060,-48
3186997,1489678306.40,-122,-2865880,37,3012146,-30.94,11,328060,-45
3187396,1489678306.80,-122,-2865880,37,3012146,-30.98,6,328060,-1
3187804,1489678307.20,-122,-2865880,37,3012147,-31.00,7,328750,-12
3188199,1489678307.60,-122,-2865880,37,3012147,-31.02,18,329590,10
3188594,1489678308.00,-122,-2865879,37,3012147,-31.03,15,330580,-1
3188992,1489678308.40,-122,-2865879,37,3012147,-31.04,19,330190,-27
3189389,1489678308.80,-122,-2865880,37,3012148,-31.04,31,329120,-9
3189792,1489678309.20,-122,-2865880,37,3012148,-31.06,35,328360,22
3190194,1489678309.60,-122,-2865880,37,3012149,-31.07,17,328870,14
3190591,1489678310.00,-122,-2865880,37,3012150,-31.07,40,330200,13
3190992,1489678310.40,-122,-2865880,37,3012150,-31.11,31,330260,19
3191392,1489678310.80,-122,-2865880,37,3012150,-31.16,42,330310,31
3191787,1489678311.20,-122,-2865880,37,3012150,-31.19,12,330540,3
3192188,1489678311.60,-122,-2865880,37,3012149,-31.23,16,330590,-13
3192588,1489678312.00,-122,-2865880,37,3012149,-31.28,5,330590,27
3192983,1489678312.40,-122,-2865881,37,3012149,-31.28,11,330470,8
3193384,1489678312.80,-122,-2865882,37,3012150,-31.27,14,330360,-17
3193790,1489678313.20,-122,-2865883,37,3012150,-31.27,8,329620,-75
3194185,1489678313.60,-122,-2865883,37,3012150,-31.29,11,329840,-4
3194580,1489678314.00,-122,-2865884,37,3012151,-31.34,20,329680,-32
3194978,1489678314.40,-122,-2865885,37,3012151,-31.36,27,329180,-3
3195377,1489678314.80,-122,-2865886,37,3012152,-31.40,36,328690,34
3195774,1489678315.20,-122,-2865887,37,3012153,-31.43,18,328760,24
3196174,1489678315.60,-122,-2865887,37,3012153,-31.50,44,328630,22
3196571,1489678316.00,-122,-2865888,37,3012154,-31.54,20,328500,31
3196975,1489678316.40,-122,-2865887,37,3012154,-31.58,37,329510,12
3197378,1489678316.80,-122,-2865888,37,3012154,-31.58,36,329510,18
3197771,1489678317.20,-122,-2865888,37,3012154,-31.64,3,330260,-2
3198171,1489678317.60,-122,-2865889,37,3012155,-31.67,39,330110,-17
3198566,1489678318.00,-122,-2865890,37,3012155,-31.75,15,329300,45
3199080,1489678318.40,-122,-2865890,37,3012154,-31.83,26,329300,47
3199371,1489678318.80,-122,-2865890,37,3012154,-31.88,1,328770,74
3199768,1489678319.20,-122,-2865891,37,3012154,-31.94,10,328770,70
3200165,1489678319.60,-122,-2865890,37,3012154,-32.03,29,328770,96
3200559,1489678320.00,-122,-2865891,37,3012155,-32.08,31,328700,77
3201132,1489678320.40,-122,-2865891,37,3012155,-32.11,13,328080,52
3201363,1489678320.80,-122,-2865891,37,3012155,-32.10,12,327220,14
3201759,1489678321.20,-122,-2865891,37,3012155,-32.09,13,327690,-11
3202172,1489678321.60,-122,-2865891,37,3012155,-32.08,8,328170,-11
3202572,1489678322.00,-122,-2865890,37,3012156,-32.08,23,328750,8
3202965,1489678322.40,-122,-2865890,37,3012156,-32.07,11,328890,-24
3203360,1489678322.80,-122,-2865890,37,3012157,-32.06,31,328670,9
3203758,1489678323.20,-122,-2865890,37,3012158,-32.06,39,328890,44
3204171,1489678323.60,-122,-2865890,37,3012158,-32.06,25,328890,37
3204552,1489678324.00,-122,-2865890,37,3012159,-32.03,14,329680,-13
3204962,1489678324.40,-122,-2865890,37,3012159,-31.99,21,330100,-35
3205357,1489678324.80,-122,-2865890,37,3012160,-31.95,14,330510,-12
3205761,1489678325.20,-122,-2865890,37,3012161,-31.86,22,331420,-31
3206160,1489678325.60,-122,-2865890,37,3012162,-31.79,7,332340,17
3206563,1489678326.00,-122,-2865889,37,3012163,-31.72,6,332510,-11
3206946,1489678326.40,-122,-2865890,37,3012163,-31.66,48,332100,-2
3207368,1489678326.80,-122,-2865890,37,3012162,-31.60,48,332080,-26
3207745,1489678327.20,-122,-2865890,37,3012162,-31.53,21,331280,24
3208146,1489678327.60,-122,-2865891,37,3012162,-31.45,30,330740,-49
3208566,1489678328.00,-122,-2865891,37,3012163,-31.39,15,330950,-78
3208966,1489678328.40,-122,-2865891,37,3012163,-31.33,6,330950,-47
3209359,1489678328.80,-122,-2865892,37,3012163,-31.27,29,329770,-25
3209750,1489678329.20,-122,-2865893,37,3012163,-31.21,19,329560,-9
3210141,1489678329.60,-122,-2865894,37,3012164,-31.17,35,328360,15
3210569,1489678330.00,-122,-2865894,37,3012165,-31.14,30,329180,51
3210940,1489678330.40,-122,-2865895,37,3012164,-31.10,1,328220,53
3211339,1489678330.80,-122,-2865895,37,3012163,-31.06,26,328130,-7
3211753,1489678331.20,-122,-2865896,37,3012162,-31.01,15,327670,-22
3212138,1489678331.60,-122,-2865896,37,3012162,-30.94,15,327430,-66
3212556,1489678332.00,-122,-2865897,37,3012160,-30.89,29,327070,-40
3212955,1489678332.40,-122,-2865897,37,3012158,-30.84,41,325780,-30
3213340,1489678332.80,-122,-2865897,37,3012157,-30.80,23,325090,-24
3213737,1489678333.20,-122,-2865897,37,3012155,-30.75,14,323940,-29
3214145,1489678333.60,-122,-2865897,37,3012155,-30.72,6,323030,10
3214534,1489678334.00,-122,-2865897,37,3012154,-30.68,38,322080,8
3214946,1489678334.40,-122,-2865898,37,3012154,-30.65,14,321420,-11
3215337,1489678334.80,-122,-2865898,37,3012154,-30.64,18,321170,-21
3215730,1489678335.20,-122,-2865898,37,3012154,-30.62,14,321090,-4
3216119,1489678335.60,-122,-2865898,37,3012154,-30.62,14,321010,24
3216543,1489678336.00,-122,-2865899,37,3012155,-30.61,15,320600,-40
3216945,1489678336.40,-122,-2865900,37,3012156,-30.57,26,319730,-18
3217321,1489678336.80,-122,-2865901,37,3012157,-30.54,15,318620,-48
3217739,1489678337.20,-122,-2865902,37,3012159,-30.51,59,318910,-32
3218135,1489678337.60,-122,-2865902,37,3012161,-30.51,45,318860,-25
3218530,1489678338.00,-122,-2865902,37,3012162,-30.52,26,319130,9
3218923,1489678338.40,-122,-2865902,37,3012164,-30.54,40,320130,21
3219333,1489678338.80,-122,-2865902,37,3012164,-30.56,8,321120,46
3219722,1489678339.20,-122,-2865903,37,3012164,-30.58,12,320810,62
3220121,1489678339.60,-122,-2865903,37,3012163,-30.59,26,320810,0
3220535,1489678340.00,-122,-2865903,37,3012163,-30.59,14,320810,39
3220928,1489678340.40,-122,-2865903,37,3012162,-30.58,5,319820,-5
3221315,1489678340.80,-122,-2865903,37,3012161,-30.57,19,318120,-9
3221727,1489678341.20,-122,-2865903,37,3012161,-30.57,34,318810,15
3222116,1489678341.60,-122,-2865903,37,3012160,-30.57,16,319180,87
3222532,1489678342.00,-122,-2865903,37,3012159,-30.60,7,319880,66
3222925,1489678342.40,-122,-2865903,37,3012158,-30.60,22,319560,40
3223316,1489678342.80,-122,-2865904,37,3012156,-30.61,13,318160,18
3223726,1489678343.20,-122,-2865904,37,3012155,-30.62,12,317520,-12
3224119,1489678343.60,-122,-2865905,37,3012153,-30.66,18,316090,1
3224508,1489678344.00,-122,-2865905,37,3012152,-30.70,28,315000,59
3224922,1489678344.40,-122,-2865905,37,3012151,-30.73,9,313860,53
3225303,1489678344.80,-122,-2865906,37,3012150,-30.77,21,312770,75
3225698,1489678345.20,-122,-2865906,37,3012149,-30.80,2,311990,25
3226097,1489678345.60,-122,-2865906,37,3012148,-30.81,27,310780,72
3226499,1489678346.00,-122,-2865907,37,3012147,-30.85,41,309250,36
3226896,1489678346.40,-122,-2865907,37,3012146,-30.86,9,308490,-3
3227299,1489678346.80,-122,-2865907,37,3012146,-30.89,12,308490,12
3227699,1489678347.20,-122,-2865906,37,3012145,-30.90,11,307640,-26
3228094,1489678347.60,-122,-2865906,37,3012144,-30.92,11,306310,-43
3228495,1489678348.00,-122,-2865906,37,3012143,-30.95,27,304950,-11
3228891,1489678348.40,-122,-2865906,37,3012142,-30.91,27,304160,-35
3229292,1489678348.80,-122,-2865906,37,3012142,-30.89,9,304160,-37
3229696,1489678349.20,-122,-2865906,37,3012143,-30.86,8,303850,-25
3230089,1489678349.60,-122,-2865905,37,3012143,-30.82,12,304480,-66
3230488,1489678350.00,-122,-2865905,37,3012143,-30.81,12,304480,-21
3230885,1489678350.40,-122,-2865905,37,3012143,-30.80,24,304480,-20
3231285,1489678350.80,-122,-2865904,37,3012143,-30.80,9,304330,-10
3231686,1489678351.20,-122,-2865904,37,3012143,-30.78,30,304660,-22
3232083,1489678351.60,-122,-2865903,37,3012144,-30.75,37,305130,-47
3232481,1489678352.00,-122,-2865904,37,3012144,-30.74,11,305130,-2
3232878,1489678352.40,-122,-2865904,37,3012143,-30.71,9,305130,-34
3233280,1489678352.80,-122,-2865903,37,3012143,-30.67,25,304510,-12
3233685,1489678353.20,-122,-2865903,37,3012142,-30.63,7,304510,-19
3234078,1489678353.60,-122,-2865903,37,3012142,-30.61,25,304510,-16
3234480,1489678354.00,-122,-2865904,37,3012141,-30.59,40,303520,-2
3234875,1489678354.40,-122,-2865904,37,3012141,-30.62,23,302330,54
3235272,1489678354.80,-122,-2865905,37,3012140,-30.58,38,302140,-24
3235676,1489678355.20,-122,-2865905,37,3012139,-30.53,18,300850,-23
3236073,1489678355.60,-122,-2865903,37,3012139,-30.46,52,300400,-59
3236474,1489678356.00,-122,-2865902,37,3012139,-30.41,35,299910,-41
3236868,1489678356.40,-122,-2865901,37,3012138,-30.39,47,300720,-17
3237273,1489678356.80,-122,-2865900,37,3012138,-30.35,8,299560,-12
3237672,1489678357.20,-122,-2865900,37,3012137,-30.31,13,297940,35
3238072,1489678357.60,-122,-2865900,37,3012136,-30.31,13,296210,28
3238471,1489678358.00,-122,-2865900,37,3012136,-30.28,16,294440,-38
3238866,1489678358.40,-122,-2865900,37,3012136,-30.23,8,294380,-59
3239268,1489678358.80,-122,-2865899,37,3012136,-30.18,27,293960,3
3239669,1489678359.20,-122,-2865898,37,3012137,-30.15,43,296180,-11
3240062,1489678359.60,-122,-2865897,37,3012137,-30.10,30,297380,-5
3240464,1489678360.00,-122,-2865896,37,3012137,-30.08,6,298610,19
3240859,1489678360.40,-122,-2865896,37,3012137,-30.11,19,297380,35
3241263,1489678360.80,-122,-2865897,37,3012137,-30.11,18,296570,38
3241666,1489678361.20,-122,-2865897,37,3012137,-30.12,15,297800,17
3242059,1489678361.60,-122,-2865896,37,3012137,-30.12,20,297800,-2
3242461,1489678362.00,-122,-2865896,37,3012137,-30.14,7,297380,44
3242856,1489678362.40,-122,-2865896,37,3012137,-30.16,15,297380,23
3243255,1489678362.80,-122,-2865896,37,3012139,-30.16,25,297760,43
3243663,1489678363.20,-122,-2865897,37,3012140,-30.16,22,299310,24
3244054,1489678363.60,-122,-2865897,37,3012141,-30.14,15,299310,-46
3244455,1489678364.00,-122,-2865897,37,3012143,-30.12,24,300070,-52
3244851,1489678364.40,-122,-2865897,37,3012144,-30.10,20,300380,-22
3245252,1489678364.80,-122,-2865897,37,3012145,-30.06,37,302280,-48
3245656,1489678365.20,-122,-2865897,37,3012147,-30.08,37,303450,30
3246055,1489678365.60,-122,-2865897,37,3012149,-30.07,45,303690,-24
3246452,1489678366.00,-122,-2865897,37,3012150,-30.09,38,303920,28
3246852,1489678366.40,-122,-2865897,37,3012151,-30.09,19,304590,-25
3247243,1489678366.80,-122,-2865896,37,3012152,-30.09,24,307520,-18
3247654,1489678367.20,-122,-2865896,37,3012153,-30.05,2,309290,-12
3248046,1489678367.60,-122,-2865896,37,3012153,-30.02,11,311040,-46
3248488,1489678368.00,-122,-2865896,37,3012154,-29.96,7,311040,-34
3248844,1489678368.40,-122,-2865896,37,3012153,-29.93,51,309810,-29
3249240,1489678368.80,-122,-2865895,37,3012153,-29.88,29,310240,-14
3249643,1489678369.20,-122,-2865895,37,3012153,-29.84,20,310240,-2
3250040,1489678369.60,-122,-2865894,37,3012154,-29.80,2,311990,-12
3250440,1489678370.00,-122,-2865893,37,3012154,-29.75,25,313780,-64
3250841,1489678370.40,-122,-2865893,37,3012155,-29.71,10,316250,-11
3251236,1489678370.80,-122,-2865893,37,3012156,-29.70,22,316250,24
3251634,1489678371.20,-122,-2865894,37,3012157,-29.70,39,317440,45
3252211,1489678371.60,-122,-2865895,37,3012157,-29.69,18,318500,82
3252445,1489678372.00,-122,-2865895,37,3012158,-29.70,15,320190,7
3252834,1489678372.40,-122,-2865895,37,3012158,-29.70,21,321840,-3
3253231,1489678372.80,-122,-2865895,37,3012159,-29.70,48,324370,-37
3253661,1489678373.20,-122,-2865894,37,3012160,-29.70,40,326510,0
3254042,1489678373.60,-122,-2865895,37,3012160,-29.71,31,327090,-26
3254435,1489678374.00,-122,-2865896,37,3012160,-29.69,43,327850,-51
3254843,1489678374.40,-122,-2865896,37,3012158,-29.66,45,327260,-36
3255240,1489678374.80,-122,-2865897,37,3012157,-29.66,40,326690,-2
3255631,1489678375.20,-122,-2865897,37,3012156,-29.64,45,325920,-20
3256029,1489678375.60,-122,-2865897,37,3012155,-29.61,44,325920,-42
3256426,1489678376.00,-122,-2865897,37,3012155,-29.60,0,325920,-5
3256827,1489678376.40,-122,-2865898,37,3012154,-29.59,33,324710,-62
3257227,1489678376.80,-122,-2865898,37,3012153,-29.56,9,323860,-17
3257628,1489678377.20,-122,-2865899,37,3012153,-29.55,44,322980,-3
3258017,1489678377.60,-122,-2865899,37,3012152,-29.55,14,322330,-18
3258427,1489678378.00,-122,-2865899,37,3012151,-29.53,21,320950,-30
3258824,1489678378.40,-122,-2865899,37,3012150,-29.54,18,318810,10
3259217,1489678378.80,-122,-2865898,37,3012149,-29.53,11,318810,-6
3259633,1489678379.20,-122,-2865898,37,3012148,-29.52,11,317020,-21
3260035,1489678379.60,-122,-2865898,37,3012148,-29.52,10,314290,-36
3260426,1489678380.00,-122,-2865898,37,3012147,-29.52,15,310600,-10
3260835,1489678380.40,-122,-2865899,37,3012147,-29.52,43,307690,1
3261229,1489678380.80,-122,-2865900,37,3012147,-29.50,37,307690,9
3261620,1489678381.20,-122,-2865899,37,3012146,-29.52,37,307500,23
3262011,1489678381.60,-122,-2865899,37,3012145,-29.51,6,307500,16
3262420,1489678382.00,-122,-2865899,37,3012144,-29.52,22,306660,16
3262820,1489678382.40,-122,-2865899,37,3012143,-29.56,19,304900,-19
3263209,1489678382.80,-122,-2865898,37,3012143,-29.59,26,304900,-16
3263606,1489678383.20,-122,-2865898,37,3012143,-29.64,43,306660,31
3264018,1489678383.60,-122,-2865898,37,3012143,-29.69,13,307690,42
3264403,1489678384.00,-122,-2865899,37,3012143,-29.72,8,310060,15
3264817,1489678384.40,-122,-2865899,37,3012143,-29.75,8,311550,1
3265210,1489678384.80,-122,-2865898,37,3012142,-29.79,23,313640,26
3265597,1489678385.20,-122,-2865898,37,3012141,-29.85,36,315000,25
3266009,1489678385.60,-122,-2865897,37,3012140,-29.92,9,315000,22
3266398,1489678386.00,-122,-2865898,37,3012139,-29.98,34,313600,-18
3266811,1489678386.40,-122,-2865898,37,3012137,-30.05,49,312830,10
3267198,1489678386.80,-122,-2865898,37,3012136,-30.14,15,313530,64
3267604,1489678387.20,-122,-2865898,37,3012135,-30.21,13,314270,28
3267995,1489678387.60,-122,-2865898,37,3012135,-30.26,9,314270,3
3268390,1489678388.00,-122,-2865898,37,3012135,-30.28,2,316430,-21
3268786,1489678388.40,-122,-2865897,37,3012135,-30.31,39,318620,-70
3269185,1489678388.80,-122,-2865897,37,3012136,-30.35,23,319940,-2
3269595,1489678389.20,-122,-2865897,37,3012135,-30.42,14,319940,18
3269992,1489678389.60,-122,-2865897,37,3012136,-30.44,12,321040,25
3270402,1489678390.00,-122,-2865897,37,3012135,-30.48,29,321040,45
3270787,1489678390.40,-122,-2865896,37,3012135,-30.50,3,321040,39
3271204,1489678390.80,-122,-2865895,37,3012136,-30.55,20,322210,48
3271589,1489678391.20,-122,-2865895,37,3012137,-30.60,19,324040,66
3272001,1489678391.60,-122,-2865894,37,3012138,-30.62,18,325080,32
3272390,1489678392.00,-122,-2865895,37,3012138,-30.64,31,324160,25
3272781,1489678392.40,-122,-2865894,37,3012139,-30.64,5,324160,1
3273175,1489678392.80,-122,-2865894,37,3012139,-30.65,8,323470,-29
3273582,1489678393.20,-122,-2865894,37,3012139,-30.68,9,323470,1
3273998,1489678393.60,-122,-2865894,37,3012139,-30.70,32,323470,10
3274381,1489678394.00,-122,-2865894,37,3012139,-30.74,24,321600,-2
3274780,1489678394.40,-122,-2865895,37,3012139,-30.79,12,320410,19
3275186,1489678394.80,-122,-2865894,37,3012140,-30.82,26,321600,20
3275571,1489678395.20,-122,-2865893,37,3012141,-30.86,31,323130,16
3275984,1489678395.60,-122,-2865893,37,3012141,-30.89,27,323620,-26
3276369,1489678396.00,-122,-2865894,37,3012141,-30.94,25,323620,44
3276767,1489678396.40,-122,-2865895,37,3012141,-30.98,52,322970,16
3277164,1489678396.80,-122,-2865895,37,3012141,-30.99,22,324370,16
3277565,1489678397.20,-122,-2865895,37,3012141,-31.01,27,325260,21
3277967,1489678397.60,-122,-2865895,37,3012142,-31.01,9,326730,-15
3278362,1489678398.00,-122,-2865894,37,3012143,-31.00,11,328540,15
3278766,1489678398.40,-122,-2865893,37,3012144,-31.00,47,330000,9
3279163,1489678398.80,-122,-2865892,37,3012145,-30.92,54,330680,-32
3279564,1489678399.20,-122,-2865892,37,3012146,-30.88,49,330750,-13
3279966,1489678399.60,-122,-2865892,37,3012147,-30.88,39,331130,49
3280359,1489678400.00,-122,-2865891,37,3012147,-30.88,27,332590,29
3280758,1489678400.40,-122,-2865891,37,3012146,-30.87,9,332590,25
3281162,1489678400.80,-122,-2865891,37,3012145,-30.85,18,332300,13
3281555,1489678401.20,-122,-2865890,37,3012144,-30.83,39,331700,22
3281958,1489678401.60,-122,-2865890,37,3012142,-30.83,42,330170,13
3282358,1489678402.00,-122,-2865889,37,3012141,-30.83,14,327630,13
3282753,1489678402.40,-122,-2865890,37,3012140,-30.80,17,325740,11
3283156,1489678402.80,-122,-2865890,37,3012140,-30.77,22,324780,3
3283552,1489678403.20,-122,-2865890,37,3012139,-30.72,16,324780,32
3283949,1489678403.60,-122,-2865890,37,3012139,-30.71,9,324780,26
3284346,1489678404.00,-122,-2865890,37,3012139,-30.66,38,324780,3
3284754,1489678404.40,-122,-2865890,37,3012138,-30.65,33,324540,13
3285153,1489678404.80,-122,-2865890,37,3012137,-30.63,11,324540,16
3285547,1489678405.20,-122,-2865890,37,3012137,-30.57,8,323130,-7
3285948,1489678405.60,-122,-2865889,37,3012136,-30.50,14,322250,-38
3286343,1489678406.00,-122,-2865889,37,3012136,-30.47,12,322250,-4
3286740,1489678406.40,-122,-2865888,37,3012135,-30.47,25,322250,9
3287148,1489678406.80,-122,-2865888,37,3012136,-30.47,34,323280,6
3287541,1489678407.20,-122,-2865888,37,3012137,-30.45,23,323280,31
3287941,1489678407.60,-122,-2865887,37,3012137,-30.42,29,323430,28
3288338,1489678408.00,-122,-2865887,37,3012138,-30.38,54,323580,3
3288731,1489678408.40,-122,-2865887,37,3012139,-30.37,28,324200,-5
3289141,1489678408.80,-122,-2865888,37,3012139,-30.35,22,322820,-2
3290075,1489678409.20,-122,-2865888,37,3012140,-30.33,19,322970,30
3290808,1489678409.60,-122,-2865888,37,3012140,-30.32,22,320830,55
3290927,1489678410.00,-122,-2865888,37,3012140,-30.32,14,320830,18
3291539,1489678411.20,-122,-2865887,37,3012141,-30.35,6,318650,19
3291934,1489678411.60,-122,-2865887,37,3012142,-30.34,19,317440,19
3292334,1489678412.00,-122,-2865887,37,3012143,-30.36,21,315600,-14
3292725,1489678412.40,-122,-2865887,37,3012144,-30.36,30,315000,-14
3293128,1489678412.80,-122,-2865887,37,3012145,-30.40,23,315600,7
