ard_millis,GPS Epoch Time,lat (deg),lat (min), long (deg),long (min),el (m),SOG (mm/s),COG (deg*1000),Vert Vel (mm/s)
994250,1489676109.00,-122,-2865932,37,3013538,-29.40,26,197800,32
994656,1489676109.40,-122,-2865935,37,3013541,-29.44,13,198790,27
995065,1489676109.80,-122,-2865937,37,3013544,-29.43,23,200100,74
995461,1489676110.20,-122,-2865939,37,3013546,-29.35,22,200780,21
995862,1489676110.60,-122,-2865942,37,3013550,-29.36,29,199090,18
996435,1489676111.00,-122,-2865944,37,3013551,-29.35,129,199710,-29
996646,1489676111.40,-122,-2865945,37,3013554,-29.35,59,200560,-17
997044,1489676111.80,-122,-2865948,37,3013556,-29.31,42,201400,-46
997441,1489676112.20,-122,-2865950,37,3013559,-29.30,58,202330,-20
997840,1489676112.60,-122,-2865951,37,3013557,-29.28,119,202440,-57
998258,1489676113.00,-122,-2865952,37,3013556,-29.24,35,202590,-48
998643,1489676113.40,-122,-2865951,37,3013558,-29.31,45,202630,18
999057,1489676113.80,-122,-2865952,37,3013559,-29.33,36,203070,5
999448,1489676114.20,-122,-2865953,37,3013558,-29.34,89,203310,-18
999843,1489676114.60,-122,-2865950,37,3013556,-29.14,51,202440,-94
1000255,1489676115.00,-122,-2865950,37,3013556,-29.12,25,202720,-53
1000685,1489676115.40,-122,-2865951,37,3013557,-28.99,23,203160,-91
1001078,1489676115.80,-122,-2865953,37,3013557,-28.94,16,203590,-81
1001469,1489676116.20,-122,-2865954,37,3013559,-28.77,28,204250,-113
1001877,1489676116.60,-122,-2865956,37,3013560,-28.68,22,204990,-95
1002272,1489676117.00,-122,-2865958,37,3013562,-28.61,38,205660,-51
1002686,1489676117.40,-122,-2865955,37,3013568,-28.47,60,205780,-76
1003051,1489676117.80,-122,-2865953,37,3013572,-28.51,24,206080,-7
1003446,1489676118.20,-122,-2865953,37,3013575,-28.45,14,206570,-39
1003849,1489676118.60,-122,-2865952,37,3013577,-28.39,28,206650,27
1004261,1489676119.00,-122,-2865951,37,3013578,-28.37,32,206730,38
1004650,1489676119.40,-122,-2865948,37,3013579,-28.32,36,206310,56
1005045,1489676119.80,-122,-2865948,37,3013580,-28.27,37,206730,49
1005449,1489676120.20,-122,-2865948,37,3013581,-28.22,25,207080,50
1005842,1489676120.60,-122,-2865948,37,3013582,-28.18,47,204300,40
1006241,1489676121.00,-122,-2865949,37,3013582,-28.09,17,204510,41
1006639,1489676121.40,-122,-2865949,37,3013582,-28.07,48,204650,13
1007040,1489676121.80,-122,-2865948,37,3013582,-28.08,48,204790,11
1007441,1489676122.20,-122,-2865949,37,3013581,-28.12,15,204930,40
1007837,1489676122.60,-122,-2865948,37,3013582,-28.05,36,204850,16
1008238,1489676123.00,-122,-2865947,37,3013582,-28.05,6,204710,8
1008644,1489676123.40,-122,-2865949,37,3013581,-28.06,7,205070,10
1009037,1489676123.80,-122,-2865949,37,3013581,-28.04,7,205070,55
1009438,1489676124.20,-122,-2865948,37,3013580,-27.98,24,204930,-10
1009831,1489676124.60,-122,-2865949,37,3013580,-27.99,23,208440,3
1010241,1489676125.00,-122,-2865949,37,3013579,-27.99,3,208520,49
1010636,1489676125.40,-122,-2865950,37,3013577,-27.96,38,208510,-19
1011036,1489676125.80,-122,-2865951,37,3013575,-27.91,29,208400,-41
1011437,1489676126.20,-122,-2865952,37,3013574,-27.85,25,208550,-94
1011832,1489676126.60,-122,-2865953,37,3013573,-27.83,24,208710,-85
1012232,1489676127.00,-122,-2865953,37,3013572,-27.79,30,208700,-68
1012623,1489676127.40,-122,-2865953,37,3013573,-27.80,20,209130,-27
1013024,1489676127.80,-122,-2865954,37,3013574,-27.87,24,209470,-23
1013428,1489676128.20,-122,-2865954,37,3013573,-27.92,16,209720,15
1013823,1489676128.60,-122,-2865954,37,3013573,-27.88,7,209880,12
1014222,1489676129.00,-122,-2865956,37,3013573,-27.87,28,210200,24
1014622,1489676129.40,-122,-2865956,37,3013573,-27.88,25,210270,11
1015025,1489676129.80,-122,-2865957,37,3013572,-27.92,30,210240,14
1015427,1489676130.20,-122,-2865958,37,3013571,-27.99,23,210470,9
1015820,1489676130.60,-122,-2865958,37,3013569,-27.97,13,210350,-25
1016225,1489676131.00,-122,-2865958,37,3013568,-27.98,29,210080,-2
1016621,1489676131.40,-122,-2865957,37,3013566,-28.01,44,209960,-24
1017016,1489676131.80,-122,-2865957,37,3013564,-27.96,57,209700,-83
1017423,1489676132.20,-122,-2865958,37,3013562,-27.97,42,209740,-73
1017812,1489676132.60,-122,-2865959,37,3013560,-27.98,46,209720,-46
1018218,1489676133.00,-122,-2865960,37,3013560,-28.00,19,209870,-30
1018615,1489676133.40,-122,-2865961,37,3013559,-28.02,31,210080,-16
1019013,1489676133.80,-122,-2865962,37,3013558,-28.04,8,210150,42
1019410,1489676134.20,-122,-2865962,37,3013557,-28.08,30,210350,31
1019805,1489676134.60,-122,-2865964,37,3013557,-28.15,43,210790,53
1020207,1489676135.00,-122,-2865965,37,3013556,-28.20,72,210850,51
1020614,1489676135.40,-122,-2865964,37,3013556,-28.16,38,210700,-5
1021009,1489676135.80,-122,-2865964,37,3013556,-28.21,33,211080,-31
1021409,1489676136.20,-122,-2865964,37,3013557,-28.18,43,211250,-22
1021804,1489676136.60,-122,-2865962,37,3013557,-28.05,16,210960,-97
1022212,1489676137.00,-122,-2865963,37,3013558,-28.01,27,211280,-125
1022603,1489676137.40,-122,-2865963,37,3013558,-27.99,79,211430,-131
1022996,1489676137.80,-122,-2865965,37,3013558,-28.02,6,211950,-99
1023399,1489676138.20,-122,-2865966,37,3013557,-28.01,53,212150,-62
1023795,1489676138.60,-122,-2865967,37,3013557,-28.02,27,212380,-19
1024196,1489676139.00,-122,-2865970,37,3013557,-28.03,15,213090,-40
1024600,1489676139.40,-122,-2865970,37,3013559,-28.00,23,213360,7
1024995,1489676139.80,-122,-2865969,37,3013560,-28.02,21,213500,27
1025394,1489676140.20,-122,-2865969,37,3013560,-28.07,23,213600,63
1025789,1489676140.60,-122,-2865969,37,3013561,-28.08,30,213830,8
1026230,1489676141.00,-122,-2865970,37,3013561,-28.11,37,214070,-21
1026592,1489676141.40,-122,-2865970,37,3013561,-28.13,43,214210,21
1026990,1489676141.80,-122,-2865970,37,3013561,-28.09,46,214450,-3
1027387,1489676142.20,-122,-2865970,37,3013562,-28.01,22,214680,-60
1027782,1489676142.60,-122,-2865972,37,3013562,-28.17,67,215300,27
1028190,1489676143.00,-122,-2865972,37,3013562,-28.04,52,215300,-51
1028589,1489676143.40,-122,-2865972,37,3013562,-27.95,29,215440,-53
1029156,1489676143.80,-122,-2865973,37,3013562,-27.91,19,222300,-13
1029380,1489676144.20,-122,-2865973,37,3013563,-27.85,45,232360,-53
1029771,1489676144.60,-122,-2865974,37,3013563,-27.79,15,244160,-78
1030176,1489676145.00,-122,-2865974,37,3013564,-27.76,18,254330,-37
1030576,1489676145.40,-122,-2865974,37,3013565,-27.71,31,266140,0
1030973,1489676145.80,-122,-2865974,37,3013566,-27.65,46,282710,-12
1031374,1489676146.20,-122,-2865973,37,3013567,-27.60,48,296570,-63
1031780,1489676146.60,-122,-2865973,37,3013569,-27.54,31,307460,-61
1032173,1489676147.00,-122,-2865972,37,3013570,-27.48,11,313740,-71
1032579,1489676147.40,-122,-2865970,37,3013572,-27.39,53,317800,-60
1032957,1489676147.80,-122,-2865969,37,3013574,-27.31,43,320580,-89
1033373,1489676148.20,-122,-2865968,37,3013575,-27.25,16,322520,-19
1033775,1489676148.60,-122,-2865967,37,3013577,-27.18,42,323830,7
1034168,1489676149.00,-122,-2865966,37,3013579,-27.15,76,325410,4
1034577,1489676149.40,-122,-2865965,37,3013580,-27.05,12,325960,-11
1034950,1489676149.80,-122,-2865965,37,3013580,-27.01,10,326550,-5
1035360,1489676150.20,-122,-2865965,37,3013580,-26.98,40,326550,-3
1035753,1489676150.60,-122,-2865964,37,3013581,-27.00,54,327430,29
1036150,1489676151.00,-122,-2865964,37,3013582,-27.01,34,327210,9
1036556,1489676151.40,-122,-2865964,37,3013582,-26.97,9,328300,-23
1036965,1489676151.80,-122,-2865963,37,3013584,-26.91,21,329640,-27
1037355,1489676152.20,-122,-2865961,37,3013584,-26.88,10,332330,21
1037766,1489676152.60,-122,-2865960,37,3013585,-26.84,19,333440,14
1038168,1489676153.00,-122,-2865959,37,3013585,-26.80,20,332990,9
1038573,1489676153.40,-122,-2865958,37,3013585,-26.75,18,334120,12
1038974,1489676153.80,-122,-2865957,37,3013584,-26.68,67,334120,-5
1039374,1489676154.20,-122,-2865956,37,3013585,-26.58,21,336140,-58
1039771,1489676154.60,-122,-2865955,37,3013586,-26.52,23,335990,-38
1040162,1489676155.00,-122,-2865954,37,3013587,-26.41,25,336860,-29
1040556,1489676155.40,-122,-2865952,37,3013588,-26.30,21,339000,-24
1040973,1489676155.80,-122,-2865950,37,3013590,-26.19,8,341410,-70
1041352,1489676156.20,-122,-2865948,37,3013592,-26.06,18,343390,-102
1041766,1489676156.60,-122,-2865947,37,3013594,-25.99,10,345730,-76
1042149,1489676157.00,-122,-2865945,37,3013596,-25.92,40,347740,-55
1042563,1489676157.40,-122,-2865943,37,3013597,-25.82,44,345840,-90
1042966,1489676157.80,-122,-2865941,37,3013598,-25.79,30,345030,-39
1043357,1489676158.20,-122,-2865940,37,3013599,-25.72,12,345000,3
1043746,1489676158.60,-122,-2865939,37,3013599,-25.67,49,345000,-3
1044156,1489676159.00,-122,-2865939,37,3013599,-25.59,29,344690,-28
1044545,1489676159.40,-122,-2865938,37,3013599,-25.61,28,343810,29
1044955,1489676159.80,-122,-2865938,37,3013599,-25.59,33,343810,44
1045342,1489676160.20,-122,-2865938,37,3013599,-25.59,20,342120,82
1045762,1489676160.60,-122,-2865938,37,3013600,-25.61,22,342500,51
1046145,1489676161.00,-122,-2865937,37,3013600,-25.61,17,342500,44
1046548,1489676161.40,-122,-2865938,37,3013599,-25.63,21,342140,47
1046947,1489676161.80,-122,-2865938,37,3013600,-25.57,12,342540,-10
1047351,1489676162.20,-122,-2865937,37,3013599,-25.55,28,343120,8
1047754,1489676162.60,-122,-2865938,37,3013599,-25.50,14,343120,-9
1048150,1489676163.00,-122,-2865938,37,3013599,-25.48,15,342350,-1
1048547,1489676163.40,-122,-2865939,37,3013601,-25.50,38,343070,66
1048942,1489676163.80,-122,-2865939,37,3013604,-25.45,48,343190,31
1049335,1489676164.20,-122,-2865938,37,3013605,-25.42,31,343670,-11
1049733,1489676164.60,-122,-2865938,37,3013606,-25.46,27,345170,31
1050146,1489676165.00,-122,-2865937,37,3013608,-25.48,2,345070,-18
1050537,1489676165.40,-122,-2865937,37,3013608,-25.49,16,346970,-11
1050931,1489676165.80,-122,-2865936,37,3013609,-25.52,34,347800,32
1051338,1489676166.20,-122,-2865936,37,3013610,-25.53,34,348310,-8
1051731,1489676166.60,-122,-2865935,37,3013611,-25.51,39,349700,-5
1052137,1489676167.00,-122,-2865935,37,3013612,-25.55,14,350980,-8
1052522,1489676167.40,-122,-2865934,37,3013612,-25.61,12,351560,25
1052938,1489676167.80,-122,-2865933,37,3013612,-25.56,16,352980,6
1053325,1489676168.20,-122,-2865933,37,3013612,-25.56,24,352880,76
1053718,1489676168.60,-122,-2865933,37,3013612,-25.53,8,352880,44
1054115,1489676169.00,-122,-2865931,37,3013612,-25.44,7,354110,42
1054515,1489676169.40,-122,-2865932,37,3013612,-25.46,48,354560,40
1054916,1489676169.80,-122,-2865931,37,3013611,-25.45,22,354970,9
1055311,1489676170.20,-122,-2865932,37,3013610,-25.48,7,355390,39
1055713,1489676170.60,-122,-2865933,37,3013610,-25.44,15,355430,4
1056108,1489676171.00,-122,-2865933,37,3013610,-25.47,24,355090,21
1056509,1489676171.40,-122,-2865934,37,3013610,-25.49,8,355600,33
1056911,1489676171.80,-122,-2865934,37,3013609,-25.44,11,355700,13
1057306,1489676172.20,-122,-2865935,37,3013610,-25.41,22,355830,17
1057703,1489676172.60,-122,-2865935,37,3013610,-25.42,22,355940,-4
1058099,1489676173.00,-122,-2865935,37,3013610,-25.42,11,355630,24
1058504,1489676173.40,-122,-2865936,37,3013611,-25.42,59,355780,-24
1058904,1489676173.80,-122,-2865937,37,3013611,-25.36,22,355490,-49
1059301,1489676174.20,-122,-2865937,37,3013611,-25.30,15,355520,20
1059700,1489676174.60,-122,-2865938,37,3013611,-25.23,29,355540,-5
1060100,1489676175.00,-122,-2865938,37,3013610,-25.19,35,355170,4
1060501,1489676175.40,-122,-2865939,37,3013610,-25.15,25,355600,-6
1060904,1489676175.80,-122,-2865939,37,3013610,-25.13,4,355990,-16
1061300,1489676176.20,-122,-2865939,37,3013610,-25.15,18,356040,-3
1061697,1489676176.60,-122,-2865939,37,3013610,-25.18,25,356040,-25
1062096,1489676177.00,-122,-2865938,37,3013610,-25.17,25,356040,-40
1062494,1489676177.40,-122,-2865938,37,3013609,-25.23,46,355660,-46
1062897,1489676177.80,-122,-2865937,37,3013608,-25.28,31,356680,43
1063297,1489676178.20,-122,-2865938,37,3013607,-25.28,36,356680,31
1063692,1489676178.60,-122,-2865937,37,3013607,-25.30,11,356610,42
1064091,1489676179.00,-122,-2865937,37,3013605,-25.38,50,355810,-2
1064491,1489676179.40,-122,-2865937,37,3013604,-25.49,22,356110,63
1064892,1489676179.80,-122,-2865937,37,3013603,-25.54,18,356470,82
1065289,1489676180.20,-122,-2865938,37,3013602,-25.62,37,356820,60
1065689,1489676180.60,-122,-2865937,37,3013600,-25.71,21,357580,107
1066092,1489676181.00,-122,-2865937,37,3013599,-25.76,43,358350,65
1066485,1489676181.40,-122,-2865937,37,3013597,-25.81,14,0,60
1066887,1489676181.80,-122,-2865937,37,3013596,-25.90,10,0,38
1067282,1489676182.20,-122,-2865938,37,3013593,-25.96,23,359060,40
1067681,1489676182.60,-122,-2865938,37,3013590,-26.09,27,358520,63
1068085,1489676183.00,-122,-2865938,37,3013588,-26.11,16,358470,39
1068480,1489676183.40,-122,-2865939,37,3013586,-26.18,27,358410,41
1068879,1489676183.80,-122,-2865939,37,3013584,-26.26,38,358350,35
1069279,1489676184.20,-122,-2865939,37,3013582,-26.30,6,358850,29
1069676,1489676184.60,-122,-2865939,37,3013580,-26.35,9,359410,50
1070090,1489676185.00,-122,-2865939,37,3013579,-26.40,4,1230,25
1070485,1489676185.40,-122,-2865940,37,3013577,-26.49,13,1270,5
1070878,1489676185.80,-122,-2865941,37,3013574,-26.48,4,2050,-2
1071273,1489676186.20,-122,-2865942,37,3013571,-26.53,13,0,-30
1071675,1489676186.60,-122,-2865943,37,3013568,-26.58,20,820,-44
1072076,1489676187.00,-122,-2865943,37,3013565,-26.61,6,900,-51
1072470,1489676187.40,-122,-2865944,37,3013562,-26.69,31,0,5
1072869,1489676187.80,-122,-2865945,37,3013560,-26.75,18,356630,45
1073274,1489676188.20,-122,-2865946,37,3013559,-26.78,29,354810,101
1073666,1489676188.60,-122,-2865946,37,3013557,-26.82,10,351030,114
1074071,1489676189.00,-122,-2865945,37,3013556,-26.88,19,346370,99
1074466,1489676189.40,-122,-2865947,37,3013555,-26.97,32,335100,84
1074866,1489676189.80,-122,-2865948,37,3013554,-27.09,10,322310,157
1075261,1489676190.20,-122,-2865949,37,3013553,-27.17,20,315000,138
1075662,1489676190.60,-122,-2865950,37,3013552,-27.25,20,303690,129
1076072,1489676191.00,-122,-2865950,37,3013551,-27.28,11,288430,65
1076461,1489676191.40,-122,-2865950,37,3013550,-27.27,20,288430,46
1076858,1489676191.80,-122,-2865950,37,3013550,-27.32,19,280890,101
1077254,1489676192.20,-122,-2865950,37,3013549,-27.31,36,280890,89
1077655,1489676192.60,-122,-2865950,37,3013549,-27.25,12,280890,61
1078061,1489676193.00,-122,-2865950,37,3013549,-27.25,23,280890,123
1078456,1489676193.40,-122,-2865951,37,3013548,-27.26,20,276120,70
1078853,1489676193.80,-122,-2865951,37,3013547,-27.17,23,270000,-29
1079259,1489676194.20,-122,-2865952,37,3013546,-27.11,9,259880,-17
1079652,1489676194.60,-122,-2865952,37,3013545,-27.05,11,256430,-12
1080223,1489676195.00,-122,-2865952,37,3013545,-27.03,3,256430,-6
1080471,1489676195.40,-122,-2865953,37,3013545,-26.98,7,253810,-29
1080856,1489676195.80,-122,-2865953,37,3013545,-26.94,7,255170,-23
1081253,1489676196.20,-122,-2865952,37,3013546,-26.93,30,256760,-16
1081651,1489676196.60,-122,-2865951,37,3013546,-26.86,4,255170,-88
1082066,1489676197.00,-122,-2865951,37,3013545,-26.85,16,255170,-29
1082476,1489676197.40,-122,-2865952,37,3013544,-26.80,36,251570,-60
1082847,1489676197.80,-122,-2865952,37,3013543,-26.78,28,247170,-40
1083248,1489676198.20,-122,-2865952,37,3013541,-26.76,36,242300,-19
1083658,1489676198.60,-122,-2865952,37,3013540,-26.73,27,239240,7
1084055,1489676199.00,-122,-2865953,37,3013539,-26.74,32,236020,64
1084454,1489676199.40,-122,-2865953,37,3013538,-26.72,31,234460,45
1084848,1489676199.80,-122,-2865953,37,3013538,-26.70,16,234460,49
1085243,1489676200.20,-122,-2865952,37,3013538,-26.65,26,232770,31
1085634,1489676200.60,-122,-2865952,37,3013537,-26.60,12,229860,33
1086044,1489676201.00,-122,-2865951,37,3013536,-26.54,20,227290,-1
1086443,1489676201.40,-122,-2865951,37,3013535,-26.47,9,225540,-14
1086834,1489676201.80,-122,-2865950,37,3013534,-26.37,14,223980,-25
1087238,1489676202.20,-122,-2865949,37,3013534,-26.28,22,222470,-39
1087651,1489676202.60,-122,-2865948,37,3013534,-26.20,5,221990,-21
1088051,1489676203.00,-122,-2865947,37,3013534,-26.14,22,220990,-23
1088450,1489676203.40,-122,-2865946,37,3013533,-26.07,38,219990,-55
1088845,1489676203.80,-122,-2865947,37,3013533,-26.02,18,219630,-42
1089245,1489676204.20,-122,-2865946,37,3013534,-26.00,16,219990,-28
1089640,1489676204.60,-122,-2865945,37,3013535,-25.92,10,219900,-4
1090029,1489676205.00,-122,-2865944,37,3013535,-25.84,16,219810,-25
1090443,1489676205.40,-122,-2865943,37,3013535,-25.79,14,219810,0
1090828,1489676205.80,-122,-2865943,37,3013535,-25.77,40,219710,1
1091239,1489676206.20,-122,-2865943,37,3013534,-25.72,23,219710,-57
1091627,1489676206.60,-122,-2865944,37,3013534,-25.67,1,218770,-92
1092036,1489676207.00,-122,-2865944,37,3013533,-25.67,25,216590,-55
1092425,1489676207.40,-122,-2865945,37,3013533,-25.68,24,215690,-10
1092837,1489676207.80,-122,-2865945,37,3013533,-25.63,18,215980,-31
1093228,1489676208.20,-122,-2865946,37,3013533,-25.66,23,215250,31
1093617,1489676208.60,-122,-2865946,37,3013532,-25.64,22,214350,42
1094027,1489676209.00,-122,-2865946,37,3013532,-25.59,21,214350,10
1094623,1489676209.40,-122,-2865945,37,3013532,-25.60,4,214350,39
1094825,1489676209.80,-122,-2865945,37,3013532,-25.63,20,214510,36
1095215,1489676210.20,-122,-2865945,37,3013530,-25.66,22,214010,29
1095608,1489676210.60,-122,-2865945,37,3013530,-25.69,20,212300,44
1096013,1489676211.00,-122,-2865946,37,3013529,-25.73,6,212350,33
1096415,1489676211.40,-122,-2865945,37,3013528,-25.75,12,211050,0
1096826,1489676211.80,-122,-2865944,37,3013528,-25.76,11,210070,5
1097213,1489676212.20,-122,-2865944,37,3013529,-25.71,10,211230,-37
1097625,1489676212.60,-122,-2865943,37,3013530,-25.66,30,210870,-28
1098018,1489676213.00,-122,-2865942,37,3013531,-25.63,14,212350,-5
1098416,1489676213.40,-122,-2865941,37,3013532,-25.63,18,212180,3
1098815,1489676213.80,-122,-2865940,37,3013533,-25.60,28,213070,-4
1099210,1489676214.20,-122,-2865940,37,3013533,-25.61,10,213380,-24
1099610,1489676214.60,-122,-2865940,37,3013533,-25.61,9,213690,-40
1100021,1489676215.00,-122,-2865940,37,3013533,-25.60,33,212600,1
1100421,1489676215.40,-122,-2865940,37,3013532,-25.62,6,212010,-14
1100808,1489676215.80,-122,-2865940,37,3013531,-25.63,35,211430,5
1101201,1489676216.20,-122,-2865940,37,3013530,-25.64,16,211330,-36
1101602,1489676216.60,-122,-2865940,37,3013530,-25.65,7,211050,-7
1102006,1489676217.00,-122,-2865942,37,3013528,-25.63,16,211410,-43
1102401,1489676217.40,-122,-2865943,37,3013527,-25.63,14,210620,-37
1102809,1489676217.80,-122,-2865945,37,3013525,-25.58,9,210050,-28
1103198,1489676218.20,-122,-2865946,37,3013525,-25.61,26,209980,32
1103591,1489676218.60,-122,-2865947,37,3013524,-25.60,11,209100,41
1104007,1489676219.00,-122,-2865947,37,3013523,-25.59,15,208920,14
1104394,1489676219.40,-122,-2865948,37,3013522,-25.62,3,208460,40
1104787,1489676219.80,-122,-2865948,37,3013522,-25.62,29,208460,55
1105188,1489676220.20,-122,-2865948,37,3013521,-25.60,3,207820,1
1105584,1489676220.60,-122,-2865950,37,3013520,-25.57,17,207990,-3
1105991,1489676221.00,-122,-2865952,37,3013519,-25.56,17,209190,18
1106388,1489676221.40,-122,-2865954,37,3013518,-25.63,38,211350,59
1106780,1489676221.80,-122,-2865957,37,3013517,-25.66,41,212600,20
1107181,1489676222.20,-122,-2865959,37,3013515,-25.65,7,213690,7
1107576,1489676222.60,-122,-2865961,37,3013514,-25.62,14,214510,-35
1107978,1489676223.00,-122,-2865963,37,3013512,-25.63,32,215060,3
1108381,1489676223.40,-122,-2865963,37,3013512,-25.60,26,214720,-17
1108776,1489676223.80,-122,-2865964,37,3013511,-25.56,7,215880,-41
1109176,1489676224.20,-122,-2865965,37,3013511,-25.50,33,217040,-49
1109573,1489676224.60,-122,-2865966,37,3013510,-25.42,19,217880,-46
1109975,1489676225.00,-122,-2865968,37,3013509,-25.36,40,219110,3
1110378,1489676225.40,-122,-2865969,37,3013509,-25.31,30,220790,-17
1110773,1489676225.80,-122,-2865970,37,3013508,-25.30,24,222240,-11
1111171,1489676226.20,-122,-2865972,37,3013508,-25.25,7,223450,-7
1111568,1489676226.60,-122,-2865973,37,3013508,-25.21,22,224690,-29
1111977,1489676227.00,-122,-2865974,37,3013507,-25.18,8,226260,-79
1112371,1489676227.40,-122,-2865975,37,3013507,-25.14,36,227850,-50
1112768,1489676227.80,-122,-2865977,37,3013507,-25.10,15,229110,-4
1113163,1489676228.20,-122,-2865978,37,3013507,-25.06,11,230370,24
1113565,1489676228.60,-122,-2865979,37,3013507,-25.02,26,231970,-18
1113964,1489676229.00,-122,-2865979,37,3013507,-24.96,22,234140,-12
1114368,1489676229.40,-122,-2865980,37,3013507,-24.95,15,235910,66
1114763,1489676229.80,-122,-2865981,37,3013507,-24.96,7,238360,64
1115162,1489676230.20,-122,-2865981,37,3013506,-24.99,13,238360,17
1115564,1489676230.60,-122,-2865981,37,3013506,-24.97,9,240070,30
1115957,1489676231.00,-122,-2865981,37,3013506,-24.97,25,242270,36
1116358,1489676231.40,-122,-2865981,37,3013505,-24.97,31,242960,-10
1116755,1489676231.80,-122,-2865981,37,3013504,-24.99,36,243670,49
1117153,1489676232.20,-122,-2865981,37,3013503,-25.06,41,243430,39
1117556,1489676232.60,-122,-2865981,37,3013502,-25.12,11,244160,76
1117960,1489676233.00,-122,-2865980,37,3013502,-25.16,17,244160,77
1118351,1489676233.40,-122,-2865980,37,3013502,-25.21,21,244200,90
1118750,1489676233.80,-122,-2865979,37,3013503,-25.25,51,245020,27
1119150,1489676234.20,-122,-2865978,37,3013503,-25.25,32,245610,41
1119551,1489676234.60,-122,-2865977,37,3013503,-25.25,7,245610,43
1119946,1489676235.00,-122,-2865977,37,3013503,-25.27,18,245610,12
1120344,1489676235.40,-122,-2865977,37,3013502,-25.27,8,245350,-50
1120745,1489676235.80,-122,-2865976,37,3013501,-25.26,21,245400,-10
1121146,1489676236.20,-122,-2865975,37,3013500,-25.27,14,244560,-25
1121546,1489676236.60,-122,-2865975,37,3013499,-25.26,38,244010,-21
1121941,1489676237.00,-122,-2865975,37,3013498,-25.29,18,244010,-15
1122342,1489676237.40,-122,-2865975,37,3013497,-25.29,20,244010,23
1122736,1489676237.80,-122,-2865974,37,3013496,-25.27,4,243730,62
1123139,1489676238.20,-122,-2865975,37,3013495,-25.23,6,242270,55
1123540,1489676238.60,-122,-2865974,37,3013494,-25.21,8,240820,63
1123948,1489676239.00,-122,-2865975,37,3013493,-25.22,15,239370,81
1124337,1489676239.40,-122,-2865975,37,3013493,-25.19,9,238060,88
1124732,1489676239.80,-122,-2865974,37,3013492,-25.18,22,238060,98
1125136,1489676240.20,-122,-2865973,37,3013492,-25.17,15,238480,81
1125537,1489676240.60,-122,-2865972,37,3013492,-25.14,18,238920,39
1125933,1489676241.00,-122,-2865972,37,3013491,-25.10,17,239390,18
1126330,1489676241.40,-122,-2865972,37,3013491,-25.10,20,239640,-8
1126723,1489676241.80,-122,-2865971,37,3013490,-25.09,36,239530,-24
1127127,1489676242.20,-122,-2865971,37,3013489,-25.14,13,239530,20
1127526,1489676242.60,-122,-2865970,37,3013489,-25.15,17,239800,-7
1127927,1489676243.00,-122,-2865969,37,3013490,-25.18,13,239040,36
1128325,1489676243.40,-122,-2865967,37,3013490,-25.20,8,240640,9
1128722,1489676243.80,-122,-2865966,37,3013491,-25.20,5,242350,-1
1129123,1489676244.20,-122,-2865965,37,3013492,-25.26,13,245280,58
1129525,1489676244.60,-122,-2865964,37,3013492,-25.25,16,247570,-17
1129924,1489676245.00,-122,-2865963,37,3013493,-25.26,11,249440,7
1130321,1489676245.40,-122,-2865963,37,3013493,-25.29,17,250790,43
1130723,1489676245.80,-122,-2865963,37,3013492,-25.28,16,251310,-29
1131290,1489676246.20,-122,-2865963,37,3013492,-25.29,20,251310,12
1131530,1489676246.60,-122,-2865962,37,3013492,-25.32,16,252320,6
1131931,1489676247.00,-122,-2865962,37,3013492,-25.36,11,252840,-43
1132326,1489676247.40,-122,-2865961,37,3013493,-25.39,24,252840,-2
1132728,1489676247.80,-122,-2865960,37,3013493,-25.40,24,252070,-38
1133123,1489676248.20,-122,-2865960,37,3013494,-25.37,28,250560,9
1133524,1489676248.60,-122,-2865959,37,3013494,-25.36,27,250290,-2
1133920,1489676249.00,-122,-2865959,37,3013494,-25.35,40,251050,-3
1134315,1489676249.40,-122,-2865959,37,3013494,-25.37,14,251820,76
1134712,1489676249.80,-122,-2865958,37,3013494,-25.37,30,250510,91
1135126,1489676250.20,-122,-2865958,37,3013494,-25.36,13,250510,58
1135575,1489676250.60,-122,-2865958,37,3013494,-25.35,8,250510,80
1135906,1489676251.00,-122,-2865957,37,3013494,-25.37,13,250510,66
1136314,1489676251.40,-122,-2865957,37,3013494,-25.35,5,250510,25
1136709,1489676251.80,-122,-2865957,37,3013494,-25.33,4,250510,-4
1137100,1489676252.20,-122,-2865957,37,3013495,-25.30,40,253470,-13
1137518,1489676252.60,-122,-2865958,37,3013495,-25.29,27,253940,6
1137911,1489676253.00,-122,-2865958,37,3013496,-25.28,20,256370,33
1138305,1489676253.40,-122,-2865959,37,3013495,-25.30,42,256760,24
1138702,1489676253.80,-122,-2865960,37,3013494,-25.31,22,256940,31
1139113,1489676254.20,-122,-2865960,37,3013494,-25.32,12,258070,61
1139511,1489676254.60,-122,-2865960,37,3013495,-25.31,10,259140,47
1139910,1489676255.00,-122,-2865961,37,3013494,-25.30,34,258540,38
1140299,1489676255.40,-122,-2865961,37,3013494,-25.30,26,256680,-9
1140715,1489676255.80,-122,-2865962,37,3013494,-25.27,18,255620,24
1141106,1489676256.20,-122,-2865963,37,3013494,-25.25,20,255290,13
1141518,1489676256.60,-122,-2865963,37,3013494,-25.21,3,254800,-12
1141911,1489676257.00,-122,-2865963,37,3013495,-25.20,34,256640,-58
1142300,1489676257.40,-122,-2865963,37,3013496,-25.19,25,257320,-33
